büzülmeli savak,contracted weir
kasılıcı demet,contractile fibers
büzülgen koful,contractile vacuole
kasılma,contraction
çekme payı,contraction allowance; shrinkage allowance
büzülme çatlağı,contraction crack; shrinkage crack
büzülme derzi,contraction joint; control joint; shrinkage joint
daralma kayıpları,contraction losses
büzme fonksiyonu,contraction; contraction mapping
daraltıcı maliye politikası,contractionary fiscal policy
sıkı para politikası,contractionary monetary policy
daralma aşaması,contractionary phase; economic contraction
daraltıcı politika,"contractionary policy, austerity measures"
yüklenici,contractor
yüklenici değerlendirme,contractor assessment
akitli işlem,contractual transaction
çelişki,contradiction
çelişik önermeler,contradictory propositions
kontrendikasyon,contraindication
devirme,contraposition
kontrast,contrast
kontrast maddesi,contrast agent; contrast medium
kontrast iyileştirme,contrast enhancement
aydınlık kontrastı,contrast of luminance; luminance contrast
kontrast erimi,contrast range
zıtlık oranı,contrast ratio
kontrast duyarlılığı,contrast sensitivity
kontrast eşiği,contrast threshold
karşıtlıklı dilbilim,contrastive linguistics; differential linguistics
kontrast gürültü oranı,contrast-to-noise ratio
katkı veren alan,contributing area; effective drainage area
yenilenebilir enerji katkısı,contribution of renewable
kontrol,control
kontrol,control
kontrol algoritması,control algorithm
kumanda panosu,control board; electric switchboard
kontrol veriyolu,control bus
işaretleşme kanalı,control channel; signaling channel
kontrol diyagramı,control chart; process-behavior chart; Shewhart chart
kontrol katsayısı,control coefficient
kontrol bağlaşımı,control coupling
kumanda masası,control desk
kontrol alanı,control field
kontrol çerçevesi,control frame
kumanda aygıtları,control gear
kontrol ızgarası,control grid
kontrol grubu,control group
kontrol giriş işareti,control input
kontrol kuralı,control law
kontrol döngüsü,control loop
kontrol sağımı,control milking
kontrol paketi,control packet
kontrol sergeni,control panel
kontrol süreci,control process
kontrol yürütmesi,control run
kontrol dizisi,control sequence; escape sequence
kontrol çözeltisi,control solution
kontrol deyimi,control statement
aygıt yazmacı,control status register; device register
kontrol yapısı,control structure
kontrol yüzeyi,control surface
kumanda yüzeyi açısı,control surface angle
kontrol sistemi,control system; controlling system
kontrol birimi,control unit; instruction control unit
kontrol değişkeni,control variable
kontrol değişkeni,control variable; scientific constant
kontrol hacmi,control volume
kontrol edilebilirlik,controllability
hatve ayarlı pervane,controllable pitch propeller; CPP
güvenli erişim,controlled access; secured access
kontrollü hava sahası,controlled airspace
kontrollü atmosfer,controlled atmosphere
kontrollü atmosferde depolama,controlled atmosphere storage
kontrollü patlatma,controlled blasting
bağımlı akım kaynağı,controlled current source
kontrollü deney,controlled experiment
kontrollü uçuş,controlled flight
kontrollü uçuşta yere çarpma,controlled flight into terrain; CFIT
kontrollü otlatma,controlled grazing
düzenli atık depolama,controlled landfilling; landfilling; sanitary landfilling; secure landfill; waste landfilling
dolgu betonu,controlled low strength concrete; controlled low strength material; flowable fill
kontrollü salım sistemi,controlled release system
kontrol edilen değişken,controlled variable
kontrol edilen değişken,controlled variable
süreç değişkeni,controlled variable; process parameter; process value; process variable
bağımlı gerilim kaynağı,controlled voltage source
kontrol birimi,controller
konveksiyon,convection
konveksiyon hücresi,convection cell; convective cell
konveksiyon akımı,convection current
konveksiyon akımı,convection current; convective current
konvektif özek,convection zone; convective core; convective region; convective zone
konvektif yağış,convectional precipitation; convective precipitation; thermodynamic precipitation
konvektif bulut,"convective cloud, convection cloud"
konvektif yoğuşma yüksekliği,convective condensation level
konveksiyonlu kurutucu,convective dryer
sıcakta kurutma,convective drying; hot air drying
konvektif zarf,convective envelope
taşınımla ısı geçişi,convective heat transfer
konvektif kararsızlık,convective instability; potential instability
taşınımla madde geçişi,convective mass transfer
konvektif hareket,convective motion
konvektif görünüm,convective outlook
konvektif sağanak,convective shower; instability shower
konvektif sıcaklık,convective temperature
petek,convector; radiator
kolay ambalaj,convenience pack; convenience package
Varşova Konvansiyonu,Convention for the Unification of certain rules relating to international carriage by air; Warsaw Convention
geniş koridor,conventional aisle; wide aisle
normal konumlu harita izdüşümü,conventional aspect map projection; direct aspect map projection; normal aspect map projection; regular aspect map projection
konvansiyonel enerji özkaynağı,conventional energy resource; conventional resource
uzlaşımsal sezdirim,conventional implicature
kabul edilen büyüklük değeri,conventional quantity value; conventional value of a quantity
konvansiyonel gemi,conventional ship
sıvama,conventional spinning; metal spinning
Yer merkezli yersel referans sistemi,conventional terrestrial reference system; CTRS; geocentric terrestrial reference system; GTRS
geleneksel toprak işleme,conventional tillage
düz vites,conventional transmission; manual gearbox; manual transmission; standard transmission
yakınsaklık,convergence
yakınsama,convergence
yakınsama ölçütü,convergence criterion
dağılımda yakınsama,convergence in distribution; convergence in law; weak convergence
olasılıkta yakınsama,convergence in probability; stochastic convergence
yakınsama kuşağı,convergence line; convergence zone
odaklama mıknatısı,convergence magnet
yakınsama hızı,convergence rate
yakınsama süresi,convergence time
yakınsama alanı,convergence zone
su kütlesinin dibe çöküşü,convergence; downwelling; sinking of surface water
meridyen yakınsaması,convergency of the meridians; meridian convergence
yakınsak süzgeç,convergent filter
yakınsak mercek,convergent lens; convex lens
yakınsak lüle,convergent nozzle
yakınsak levha sınırı,convergent plate boundary; consuming plate margin
yakınsak dizi,convergent sequence
yakınsak seri,convergent series
yakınsak tedarik zinciri,convergent supply chain
yakınsayıcı evrim,convergente evolution
yakınsak ıraksak lüle,converging diverging nozzle; de Laval nozzle; supersonic nozzle
yakınsayan teknolojiler,converging technologies
forum izleği,conversation thread; discussion thread; forum thread; thread
etkileşimli bilgisayar dili,conversational language
yönlü çizgenin tersi,converse of a digraph; reverse digraph; transpose digraph
enerji dönüşüm verimliliği,conversion efficiency; energy conversion efficiency
çevirme çarpanı,conversion factor
birimler arası çevirme faktörü,conversion factor between units
satınalma parkuru,conversion funnel; purchase funnel
enerji dönüşümü,conversion of energy; energy conversion
borç dönüştürümü,conversion of public debt; debt conversion
birimler arası dönüşüm,conversion of units
dönüşme oranı,conversion ratio
dönüştürme oranı,conversion ratio
dönüştürme rafinerisi,conversion refinery
lif kesme makinesi,converter machine; fibre cutting machine; staple cutter
dönüştüren reaktör,converter reactor
dönüştürücü reaktör,converter reactor
dönüştürücü,converter; transducer
çevrilebilirlik,convertibility
konvertibilite,convertibility
dönüştürülebilir uçak,convertiplane
dışbükey cisim,convex body
dışbükey zarf,convex closure; convex envelope; convex hull
dışbükey bileşim,convex combination
dışbükey koni,convex cone
dışbükey eşlenik fonksiyon,convex conjugate function
dışbükey eğri,convex curve
dışbükey bölge,convex domain
dışbükey olurlu bölge,convex feasible region
dışbükey fonksiyon,convex function
tümsek ayna,convex mirror
dışbükey ayna,convex mirror; divergent mirror; fish eye mirror
dışbükey programlama,convex optimization; convex programming
dışbükey çokgen,convex polygon
dışbükey çokyüzlü,convex polyhedron
dışbükey kuvadratik problem,convex quadratic optimization; convex quadratic programming
dışbükey küme,convex set
dışbükey yüzey,convex surface
dışbükeylik,convexity
dışbükeylik kısıtı,convexity constraint
kanal taşıma kapasitesi,conveyance capacity
isale kanalı,conveyance channel
isale kaybı,conveyance loss
konveyör,conveyor
skip,conveyor bucket
konveyör sistemi,conveyor; conveyor system
evrişim,convolution
dürtü tepkisi,convolution kernel; impulse response
süzgeç maskesi,convolution mask; filter mask; filter window; kernel filter
aşçı,cook
gratine etmek,cook au gratin; gratinate
pişirilmiş yem,cooked feed
kurabiye kalıbı,cookie cutter
kurabiye spatulası,cookie spatula
çerez,cookie; browser cookie; Web browser cookie; Web cookie; HTTP cookie; Internet cookie
haşlama,cooking by boiling
yemeklik yağ,cooking oil
mutfak pürmüzü,cooking torch; culinary torch
C değeri,cooking value
soğuk yük alanı,cool dock
soğuk yıldız,cool star
soğuk çatı,cool vented roof
soğutucu akışkan,coolant; cooling agent; refrigerant
soğutma,cooling
soğutma gücü,cooling capacity
soğuma eğrisi,cooling curve
soğutma çevrimi,cooling cycle
soğutma derece-gün,cooling degree-day
soğutma kanatçığı,cooling fin
soğuma akışı,cooling flow
soğutma yükü,cooling load; heat load; refrigeration duty
betonun soğutulması,cooling of concrete
soğutma havuzu,cooling pond
soğutma ızgarası,cooling rack
soğuma gerilmesi,cooling stress
soğutma sistemi,cooling system
soğutma kulesi,cooling tower
soğutma suyu,cooling water
serin iklim bitkisi,cool-season crop; cool-season plant
kooperatif,cooperative
işbirliğine dayalı pazarlık,cooperative bargaining; collaborative negotiation; cooperative negotiation; collaborative bargaining
ortak girişim,cooperative enterprise; joint enterprise; joint venture
işbirlikli oyun,cooperative game
işbirlikli çoklu görev,cooperative multitasking
ortaklaşa satınalma,cooperative purchasing
koordinat,coordinate
koordinat,coordinate
koordinat ekseni,coordinate axis
eşiz ikidillilik,coordinate bilingualism
koordinat iniş yöntemi,coordinate descent
koordinat düzlemi,coordinate plane
koordinat referans sistemi,coordinate reference system; spatial reference system
koordinat sistemi,coordinate system
eşgüdümlü düzenleme,coordinated regulation
eşgüdümlü trafik ışıkları,coordinated signals; coordinated traffic signals
eşgüdümlü evrensel zaman,coordinated universal time; universal time coordinated; UTC
eşgüdüm,coordination
koordinasyon kimyası,coordination chemistry
koordinasyon bileşiği,coordination compound
koordinasyon sayısı,coordination number
kops,cop
sözleşmeli ambalajlama,co-packaging; co-packing; contract packaging
üst derece,cope
ikinci pilot,co-pilot; second pilot
afetle başa çıkma kapasitesi,coping capacity; disaster coping capability
harpuşta,coping; wall coping
düzlemdeş,coplanar
düzlemdeş noktalar,coplanar points
düzlemdeşlik,coplanarity
fotogrametride düzlemdeşlik koşulu,coplanarity condition in photogrammetry
kopolimer,copolymer
kopolimerleşme,co-polymerization
bakır,copper
bakır alaşımı,copper alloy
bakır karbonat,copper carbonate
bakır kırılması,copper casse; cuprous casse
bakırrenkli çiçekzınnı,copper chafer
bakır sayısı,copper number
bakır oksit,copper oxide
bakır kırmızısı,copper red; flambé red
bakırlı çelik,copper steel
göztaşı,copper sulfate
bakırsılama,copper tinting
bakır(I) sülfat,copper(I) sulfate; cuprous sulfate; dicoppersulfate
bakır(II) sülfat,copper(II) sulfate; cupric sulfate
bakır giydirili çelik,copper-clad steel; copper-covered steel
bakırbaşı,copperhead
bakır-nikel alaşımı,copper-nickel alloy
kütük sürgünü,coppice shoot; stool shoot
korulu baltalık,coppice with standards
baltalık,coppice; coppice forest; coppice wood
birlikte çöktürme,coprecipitation
göreli asal sayılar,coprime numbers; relatively prime numbers
ortak ürün,coproduct
ortak yapım,co-production; coproduction
bağlı ürünler,co-products; joint products
koprofaj akar,coprophagous mite
kopula,copula
cinsel birleşme,copulation
kopyalama,copy
kopyala ve yapıştır,copy and paste
kopya önleme sistemi,copy protection system
telif hakkı,copyright
telif hakkının ihlali,copyright infringement; copyright violation
mercan tuğlası,coral brick
mercan kırmızısı,coral red
mercan kayalığı,coral reef
korazonin,corazonin
kısa konsol,corbel
korbikulalı bacak,corbiculate leg
kordon kanı bankası,cord blood bank; umbilical blood bank
kord bezi,cord fabric
kord örgü,cord pattern
savlo,cord; lanyard
kordiyerit,cordierite
kordonsuz telefon,cordless handset; cordless phone
kordon hattı,cordon line
kordon etüdü,cordon survey
kordon terbiye şekli,cordon training
kordon,cordonnet
fitilli kadife kumaş,corduroy
çekirdek,core
çekirdek,core
çekirdek bölge,core
çekirdek küme,core
maça,core
çekirdek varlık,core asset
karot alıcı,core barrel; core drill
karot alıcı ucu,core bit
maça kutusu,core box
karot tutucu,core catcher
özek çöküşlü süpernova,core collapse supernova
temel yetkinlik,core competence; core competency
çekirdek beton,core concrete
ana hava akışı,core flow; main stream; primary air stream; primary airflow; primary flow
karot gonyometresi,core goniometer
çekirdek yalıtım,core insulation
demir kaybı,core loss
reaktör erimesi,core melt accident; core meltdown accident; nuclear meltdown
manyetik halkacıklı bellek,core memory; ferrite core memory; magnetic core memory
kesit çekirdeği,core of cross-section; cross-section core
Yerküre’nin çekirdeği,core of the Earth; Earth's core
karot yönlendirici,core orientator
maça yuvası,core print
çekirdek program,core program
karot verimi,core recovery
püskürtmeli soğutma,core spray system
özlü iplik,core spun yarn; core-spun yarn
karot testi,core test
çekirdek tipi perde,core wall
öz ipliği,core yarn
özlü iplik eğirme,core yarn spinning
halat özü,core; core of a wire rope
mihver boru kartonu,core-board; coreboard
eşyansımalı bağıntı,coreflexive relation
Gütenberg süreksizliği,core-mantle boundary; Gutenberg discontinuity
koremiyum,coremium
birlikte yerleşik,co-resident
Coriolis ivmesi,Coriolis acceleration
Coriolis parametresi,Coriolis coefficient; Coriolis frequency; Coriolis parameter
Coriolis olayı,Coriolis effect
Coriolis kuvveti,Coriolis force
altderi,corium; dermis
mantar,cork
mantar yer kaplaması,"cork mat, cork matting"
mantar meşesi,cork oak
mantar levha,cork slab; corkboard
sarmal iplik,corkscrew yarn; spiral yarn
buşone,corky
sert soğan,corm
mısır yaprakbiti,corn aphid; corn leaf aphid
mısırlı ekmek,corn bread; cornbread
süne,corn bug; sunn pest
karamuk,corn cockle
bahçe toprakpiresi,corn flea beetle
mısır özü küspesi,corn germ meal
mısır gluteni,corn gluten feed
mısırözü yağı,corn oil
mısır ıslatma suyu,corn steep liquor
Girit mısır koçankurdu,corn stem borer; durra stem borer; greater sugarcane borer; large corn borer; maize borer; pink corn borer; pink sugarcane borer; purple stem borer; sorghum borer; sorghum stem borer; stem corn borer; sugarcane pink borer
mısır samanı,corn straw; maize straw
tepe püskülü,corn tassel; tassel
tepe püskülü alma,corn tipping; detasseling
mısır,corn; maize
mısır koçanı,corncob
mısır tanesi koçan karışım yemi,corn-cob-mix
kızılcık,cornelian cherry
kızılcık,cornelian cherry; European cornel
Cornelli dantel tekniği,cornelli lace technique
yaka,corner of a sail; edge of a sail
köşe noktası,corner point
köşeli yansıtıcı,corner reflector
köşeli yansıtıcı anten,corner reflector antenna
mısır karıncası,cornfield ant
kar saçağı,cornice; overhang of snow; snow cornice
mum borucuğu,corniculus
lekeli kazıcı tahtakurusu,cornish shieldbug
korniş taşı,cornish stone; cornwall stone
birlikte çalışma robotu,co-robot; cobot; collaborative robot
çiçek tacı,corolla
korona boşalımı,corona discharge
korona akım yöntemi,corona discharge method
Güneş tacı,corona; solar corona
koronagraf,coronagraph
taçküre yoğuşması,coronal condensation
güneştacı deliği,coronal hole
taçküre deliği,coronal hole
taçküre tayf çizgileri,coronal lines
taçküre buklesi,coronal loop
taçküre kütle atımı,coronal mass ejection
taçküre nötr çizgisi,coronal neutral line
frontal düzlem,coronal plane; frontal plane
taçküre sorgucu,coronal plume; polar plume
taçküre jeti,coronal streamer
koronal dikiş,coronal suture
eşdönme,co-rotation
birlikte dönme dairesi,corotation circle
birlikte dönme yarıçapı,corotation radius
korpora allata,corpora allata
korpora kardiyaka,corpora cardiaca
kurumsal iletişim,corporate communication
kurumsal bilgi işleme,corporate computing
kurumsal yönetişim,corporate governance
kurum ağı,corporate network; enterprise network
kurumlar vergisi,corporate tax; corporation tax
Aziz Elmo ateşi,corposant discharge; St. Elmo’s fire
sarı cisim,corpus luteum
ışığın tanecik kuramı,corpuscular theory of light
ağıl,corral
korazyon,corrasion; mechanical erosion
düzeltilebilir neden,correctable cause
düzeltilmiş cilt,corrected grain
cildi düzeltilmiş deri,corrected grain leather
dış hava sıcaklığı,corrected mean temperature; outside air temperature; static air temperature; true air temperature
düzeltme,correction
eğim düzeltmesi,correction due to slope
düzeltme çarpanı,correction factor
öğrenme çarpanı,correction increment; learning increment; learning rate
düzeltici önlem,"corrective action; remedial action, corrective measure; corrective action"
düzeltici önlem,"corrective action; remedial action, corrective measure; corrective action"
düzeltici afet risk yönetimi,corrective disaster risk management
düzeltici bakım,corrective maintenance; remedial maintenance
düzeltici koç,corrective ram; ram for improving flock genetics
ilintili denge,correlated equilibrium
korelasyon,correlation
korelasyon katsayısı,correlation coefficient
korelasyon enerjisi,correlation energy
korelasyon fonksiyonu,correlation function
ilintileyici,correlator
temel karşılıklılık,correspondence
uygunluk analizi,correspondence analysis
karşılıklılık ilkesi,correspondence principle
yöndeş açılar,corresponding angles; exterior-interior angles
aynı yanlı açılar,corresponding angles; interior corresponding angles
eşlenik doğrusal sistem,corresponding linear system
koridor,corridor
yenim,corrosion
yenim hücresi,corrosion cell
yenim yorulması,corrosion fatigue
yenim önleyici,corrosion inhibitor
yenim hızı,corrosion rate
korozyon kuşağı,corrosion rim; corrosion zone; resorption rim
korozyon yüzeyi,corrosion surface
yenime uğratıcı,corrosive
korozyonlu yıpranma,corrosive wear
korozivite,corrosivity
oluklu bölme perdesi,corrugated bulkhead
oluklu sac,corrugated galvanised iron; corrugated sheet
fluting kâğıt,corrugating paper; fluting paper
kıvrımlanma,corrugation
yolsuzluk,corruption
korsaj,corsage
korse,corset; foundation garment
açık hava çelikleri,corten steel; weathering steel
korteks,cortex
korteks,cortex
korteks,cortex; rind
kabukçul liken,corticolous lichen
kortina,cortina
kortizol,cortisol
zımpara taşı,corundite; corundolite; emery; emery rock
korund,corundum; diamond spar; hard spar corundum
korvet,corvette
Karga Takımyıldızı,Corvus
kayısı çil hastalığı,coryneum blight; shot hole disease; shothole blight
rinit,coryza; rhinitis
COS yeri,COS site
kosinüs fonksiyonu,cos; cosine function
deprem anı,coseismic
yangrup,coset
kosinüs,cosine
kozmetik,cosmetics
kozmetik tekstil,cosmeto-textile
COSMIC işlev puanı,COSMIC function point
kozmik ardalan ışıması,cosmic background radiation
kozmik toz,cosmic dust; extraterrestrial dust
kozmik gürültü,cosmic noise; galactic radio noise
kozmik ışıma,cosmic radiation
kozmik ışın,cosmic ray
kozmik boşluk,cosmic void
kozmik su,cosmic water
gökada rüzgârı,cosmic wind; galactic wind
kozmit,cosmid
kozmolojik sabit,cosmological constant
evren ufku,cosmological horizon
kozmolojik kırmızıya kayma,cosmological redshift
kozmoloji,cosmology
kozmonot,cosmonaut
evrendeş,cosmopolitan; world-wide
kozmoz,cosmos
maliyet,cost
maliyet muhasebesi,cost accounting
maliyet etkililik analizi,cost effectiveness analysis
keşif bedeli,cost estimate
maliyet fonksiyonu,cost function; penalty function; loss function
maliyet minimizasyonu,cost minimization
satılan malın maliyeti,cost of goods sold; cost of sales
eylem başı maliyet,cost per acquisition; cost per action; cost per lead
birim alan maliyeti,cost per floor area; unit cost per unit floor area
yükümlülüğün aktarılması,cost shifting success; cost shifting
maliyet değeri,cost value
kosta,costa
yarar-maliyet analizi,cost-benefit analysis
maliyet enflasyonu,cost-push inflation; cost inflation
manşon,cot
Kotanjant,cotangent
başlayış nesnesi,coterminal object; initial object; universal object
dağ muşmulası,cotoneaster
kotranslasyonel translokasyon,cotranslational translocation
kotransport,cotransport
tümler ağaç,cotree
keçeli tulup,cotted wool; matted wool
çatal pim,cotter pin; split pin
pamuk,cotton
hileli pamuk,cotton adulteration
pamuk yaprakbiti,cotton aphid; melon aphid
pamuk balyası,cotton bale
pamuk karakteri,cotton character
pamuk lifi,cotton fiber
pamuk lif olgunluğu,cotton fiber maturity
pazen kumaş,cotton flannel
pamuk Fusarium solgunluğu,cotton Fusarium wilt
çepel,cotton gin trash; gin trash
pamuk derecesi,cotton grade
lüle,cotton lock
pamuk ekim makinesi,cotton planter; cotton planting machine
pamuk lif parlaklığı,cotton reflectance
ölçüm siperi,cotton region shelter; instrument shelter; meteorological shelter; Stevenson screen; Stevenson's thermometer shelter; weather instrument shelter
pamuk koza tahtakurusu,cotton seed bug; dusty cotton stainer
pamuk tahtakurusu,cotton shedder bug
dikenlikurt,cotton spotted bollworm; Egyptian bollworm; Egyptian stemborer; spiny bollworm
kırmızırenkli tahtakuruları,cotton stainers; red bugs
pamuk Verticillium solgunluğu,cotton Verticillium wilt
pamukta yabancı madde,cotton waste; trash
kotonizasyon,cottonisation; cottonization
pamuklaştırılmış keten,cottonized flax
çiğit,cottonseed
pamuk tohumu küspesi,cottonseed meal
pamuk yağı,cottonseed oil
torbalıkoşnil,cottony cushion scale
devkoşniller,cottony cushion scales; giant coccids; giant scale insects; ground pearls
bağ koşnili,cottony grape scale
çenek yaprak,cotyledon
kotiledon,cotyledon; placental cotyledon
kotip,cotype; syntype
dirsekli teleskop,coude telescope
Couette akışı,Couette flow
kuli,coulis
coulomb,coulomb
Coulomb sönümlemesi,Coulomb damping; dry friction damping
Coulomb ayarı,Coulomb gauge
Coulomb saçılması,Coulomb scattering
Faraday verimliliği,coulombic efficiency; current efficiency; faradaic efficiency; faradaic yield; Faraday efficiency
Coulomb yasası,Coulomb's law
elektriksel yükölçer,coulometer
kumarin,coumarin
varış nesnesi,co-universal object; terminal element; terminal object
sayma değişkeni,count variable; count data
sayılabilir küme,countable set
sayılabilir sonsuz küme,countably infinite set
sonsuz sayılabilir küme,countably infinite set
kalan süre sayacı,countdown signal
fort,counter
sayaç,counter
ters akım yöntemi,counter current principle; reverse current principle
fort cepliği,counter pocket
motorlu palet taşıyıcısı,counterbalance forklift truck; motorized pallet truck; pallet truck
hidroboyutlandırcı,countercurrent classifier; hydrosizer; mineral hydrosizer
ters akışlı dekantasyon,countercurrent decantation
ters akışlı kurutma,countercurrent drying
ters akışlı özütleme,countercurrent extraction system
konjonktür karşıtı değişken,countercyclical variable
karşıtörnek,counterexample
sahte banknot,counterfeit banknote
ters akış,counterflow
güneş karşısı ışıltı,counterglow; gegenschein
gradyana ters akış,countergradient flux; upgradient flux
yanlışlayıcı yorumlama,counterinstance; falsifying interpretation
yüksek negatif bağımlılık,countermonotonicity
ters dönüşlü pervaneler,counter-rotating propellers
dereplikasyon,counterscreening; dereplication
karşıt boyama,counterstaining
kontra yardımı,countersteering assistance
havşa başlı vida,countersunk screw
kontravaryant dönüşüm,countervariant transformation
sayma,counting
doğal sayı,counting number; natural number
ülke tavanı,country ceiling
ülke riski,country risk
kup,coupe
kıvrım çifti,couple of folds; pair of folds
denklem takımı,coupled equations; cross-coupled equations; simultaneous equations; system of equations
bağlaşık modlar,coupled modes
bağlaşık tepkimeler,coupled reactions
akustik olarak bağlaşık odalar,coupled rooms
bağlaştırıcı,coupler
donatı çubuğu bağlantı elemanı,coupler
kuplör,coupler; railway coupler
bağlaşım,coupling
bağlaşım,coupling
bağlaşım,coupling
bağlaşım,coupling
bağ kirişi,coupling beam; link beam
nesne sınıfları arasında bağlaşım,"coupling between objects, CBO"
bağlaşma sığacı,coupling capacitor
bağlaşım katsayısı,coupling coefficient
mekanik kavrama etkililiği,coupling efficiency
bağlaşım etmeni,coupling factor
bağlaşım kaybı,coupling loss
kenetlenme tepkimesi,coupling reaction
koşum takımı,coupling set
bağlantı manşonu,coupling sleeve
kupon,coupon
kuponlu tahvil,coupon bond
kupon kumaş,coupon fabric; sample piece
nominal getiri,coupon yield; nominal yield
kurye hizmeti,courier services
kurye,"courier, messenger"
ilmek sırası,course
ilmek sıra açıklığı,course spacing
eğitim yazılımı,courseware; learningware; teachware; course software; educational software; teachware; teaching software; didactic software
kurbulyon,court boullion
moda tasarımcısı,couturier; dress designer; fashion designer
kuvertür çikolata,couverture chocolate
kovalans,covalence
değerlik bağı,covalent bond; molecular bond
kovaryans,covariance
zayıf durağan,covariance stationary; weak-sense stationary; wide-sense stationary
kovaryant funktör,covariant functor
kovaryant dönüşüm,covariant transformation
kovelin,covelline; covellite
örtme derecesi,cover abundance; cover percentage
üst katman,cover coat
örtü bitkisi,cover crop
kaplama oranı,cover factor
örtü malzemesi,cover material
kapama ağı,cover nets
kapak sayfası,cover page
örtü,cover; covert; shelter
kapsama alanı,coverage area; network coverage
telsiz kapsama alanı,coverage by radio; radio coverage
uydu kapsama alanı,coverage by satellite; satellite coverage
kapsama dairesi,coverage circle
kapsamasız alan,coverage hole
kaplanmış ökçe,covered heel
örtülü karst,covered karst
arpa kapalı rastığı,covered smut of barley
örtme gücü,covering power; masking power
reçme dikişi,covering stitch; hemming
üst baskı,cover-print; cross-print; over-print
lamel,cover-slide; cover glass; cover slip
gizli kanal,covert channel
inek,cow
tezek,cow dung; cow manure; cow pat; cow pie; dung cake
ilkine doğurmuş inek,cow heifer; first-calf heifer
börülce,cowpea
börülce yaprakbiti,cowpea aphid
börülce ılımlı benek virüsü,cowpea mild mottle virus; CPMMV
börülce mozaik virüsü,cowpea mosaic virus; CPMV
börülce benek virüsü,cowpea mottle virus; CPMoV
börülce şiddetli mozaik virüsü,cowpea severe mosaic virus; CPSMV
inek sütü,cow's milk
siklooksijenaz enzimi,COX enzyme; cyclooxygenase enzyme; prostaglandin-endoperoxide synthase
siklooksijenaz baskılayıcı,COX inhibitor; cyclo-oxygenase inhibitor
çifte stokastik Poisson süreci,Cox process; doubly stochastic Poisson process; mixed Poisson process
nutria,coypu
işlemci çekirdeği,CPU core; microprocessor core; processor core
kasık biti,crab louse; pubic louse
Yengeç Bulutsusu,Crab Nebula
Yengeç Atarcası,Crab pulsar; PSR B0531+21
krablama,crabbing
Crabtree olayı,Crabtree effect
çatlak,crack
çatlak iyileştirme,crack healing
çatlak enjeksiyonu,crack injection
çatlama dayanıklılığı,crack resistance
çatlak doldurma,crack sealing
çatlak genişliği,crack width
çatlamış kesit,cracked concrete section; cracked section
kırma zeytin,cracked olive
çatlamış kesit eylemsizlik momenti,cracked section moment of inertia
parçalama,cracking
çatlak örüntüsü,cracking pattern
açma basıncı,cracking pressure; opening pressure; relieving pressure
çatlama,cracking; fissuring
ince çatlaklı sır,crackle glaze
çatlatılmış cam,crackled glass
çıtırtılı ral,crackles; crepitant rale; crepitus
çatlayarak ayrılma,crack-off
kırılgan sırça,cracky grain
ray kramponu,crampon; cut spike; dog spike; rail spike; railroad spike; track spike
kreyn,crane
vinç,crane
verteks,cranial vertex; vertex
destek elemanı,crank
krank mili açısı,crank angle
karter,crank case
kranklı ağızlık açma,crank shedding; treadle shedding
karter patlaması,crankcase explosion
karter basıncı,crankcase pressure
karter çamuru,crankcase sludge
karter havalandırması,crankcase ventilation
marş motoru,cranking motor; starter; starter motor
krank mili,crankshaft
krep kumaş,crape fabric; crepe fabric
çarpışma önleme,crash avoidance
proje hızlandırma maliyeti,crash cost; project crashing cost
çarpma yastığı,crash cushion; impact attenuator; impact energy attenuator
acil durum radyofarı,crash locator beacon; emergency location beacon; emergency locator transmitter; emergency radio beacon
arıza sonrası toparlanma,crash recovery
hızlandırılmış proje süresi,crash time; project crash time
sandık,crate
kraton,craton
kursak,craw; crop; ingluvies
döşeme altı boşluğu,crawl space; crawlspace
sır çatlaması,craze cracks; crazing
sır çatlağı,crazing
daldırmayla sır çatlatma,crazing by dipping
çevrimsel çokterimli,CRC; cyclic polynomial
çevrimsel artıklık kodlaması,CRC; cyclic redundancy check
krema,cream
diplomat kreması,cream diplomat
krem freş,cream fraiche; crème fraîche; fresh cream
krema tozu,cream powder; powder cream
krema ayırıcı,cream separator
bağ çadırtırtılı,cream spot tiger moth
krem tartar,cream tartar; potassium bitartrate; potassium hydrogen tartrate
patates muslin,creamed potatoes
krem yöntemi,creaming method; sugar-shortening
krem tereyağı,creamy butter; softened butter
kırık önleyici,crease preventing agent
buruşmazlık açısı,crease recovery angle
mahat,creasing
kreatin,creatin
kreatinin,creatinine
yaratım,creation
yaratılış görüşü,creationism
yaratıcı problem çözme teknikleri,creative problem solving techniques
yaratıcılık,creativity
inanılırlık,credibility
inandırıcı tehdit,credible threat
kredi,credit
kredi tavanı,credit ceiling
kredi yaratımı,credit creation
kredi darlığı,credit crunch; credit squeeze; credit tightening; credit crisis
kredi dalgalanması,credit cycle
kredi temerrüdü takas sözleşmesi,credit default swap; credit default option; CDS
bina güçlendirme kredisi,credit for building reinforcement
kredi güvencesi,credit guarantee
kredi sınırı,credit limit; credit line; line of credit
kredi çarpanı,credit multiplier; deposit multiplier
kredi açılış mektubu,credit opening letter
kredi derecelendirmesi,credit rating
kredi tayınlaması,credit rationing
kredi kısıtlaması,credit restriction; credit squeeze; credit crunch; tightening of credit; credit tightening
kredi riski,credit risk
kredili satış,credit sale; sale on account
kredi stoku,credit stock
